CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
10042,1,14,22033.22,5,4,5,545,14,Champions
10043,14,11,21743.06,5,4,5,545,14,Champions
10044,23,14,6199.18,4,4,4,444,12,Loyal Customers
10045,3,22,36834.97,5,5,5,555,15,Champions
10046,1,12,13231.63,5,4,5,545,14,Champions
10047,10,23,20202.43,5,5,5,555,15,Champions
10048,2,27,32174.5,5,5,5,555,15,Champions
10049,16,23,23303.25,5,5,5,555,15,Champions
10050,15,28,29939.91,5,5,5,555,15,Champions
10051,13,14,13740.82,5,4,5,545,14,Champions
10052,15,17,22925.21,5,5,5,555,15,Champions
10053,8,28,29976.15,5,5,5,555,15,Champions
10054,6,28,46978.1,5,5,5,555,15,Champions
10055,9,16,15937.81,5,5,5,555,15,Champions
10056,8,23,23903.74,5,5,5,555,15,Champions
10057,3,16,12866.44,5,5,5,555,15,Champions
10058,3,21,29616.58,5,5,5,555,15,Champions
10059,2,17,9362.16,5,5,4,554,14,Champions
10060,14,22,31560.41,5,5,5,555,15,Champions
10061,14,24,46019.0,5,5,5,555,15,Champions
10062,5,18,31562.41,5,5,5,555,15,Champions
10063,11,18,21450.22,5,5,5,555,15,Champions
10064,9,24,19677.12,5,5,5,555,15,Champions
10065,12,20,37242.06,5,5,5,555,15,Champions
10066,12,12,16279.12,5,4,5,545,14,Champions
10067,3,19,30890.58,5,5,5,555,15,Champions
10068,13,19,13232.47,5,5,5,555,15,Champions
10069,1,25,36817.46,5,5,5,555,15,Champions
10070,3,20,38060.52,5,5,5,555,15,Champions
10071,10,10,12144.55,5,4,5,545,14,Champions
10072,2,27,46074.09,5,5,5,555,15,Champions
10073,10,29,49349.79,5,5,5,555,15,Champions
10074,8,25,12699.46,5,5,5,555,15,Champions
10075,6,18,25123.0,5,5,5,555,15,Champions
10076,5,21,26367.27,5,5,5,555,15,Champions
10077,9,12,15649.44,5,4,5,545,14,Champions
10078,1,12,7521.2,5,4,4,544,13,Champions
10079,11,29,30800.27,5,5,5,555,15,Champions
10080,3,23,34633.35,5,5,5,555,15,Champions
10081,5,22,33728.97,5,5,5,555,15,Champions
10082,10,15,11990.98,5,5,5,555,15,Champions
10083,16,12,4049.93,5,4,4,544,13,Champions
10084,12,19,31181.08,5,5,5,555,15,Champions
10085,9,17,31245.39,5,5,5,555,15,Champions
10086,16,19,13158.91,5,5,5,555,15,Champions
10087,14,19,16440.91,5,5,5,555,15,Champions
10088,11,12,17365.16,5,4,5,545,14,Champions
10089,3,12,6596.75,5,4,4,544,13,Champions
10090,5,24,27085.86,5,5,5,555,15,Champions
10091,6,23,30048.19,5,5,5,555,15,Champions
10092,17,28,49171.18,5,5,5,555,15,Champions
10093,13,20,17644.76,5,5,5,555,15,Champions
10094,12,19,11427.25,5,5,5,555,15,Champions
10095,12,22,33487.2,5,5,5,555,15,Champions
10096,3,28,49776.73,5,5,5,555,15,Champions
10097,7,15,19136.48,5,5,5,555,15,Champions
10098,10,15,25373.17,5,5,5,555,15,Champions
10099,11,14,16696.28,5,4,5,545,14,Champions
10100,1,22,49120.86,5,5,5,555,15,Champions
10101,15,21,17853.26,5,5,5,555,15,Champions
10102,1,21,51053.0,5,5,5,555,15,Champions
10103,14,20,12561.33,5,5,5,555,15,Champions
10104,14,17,34524.78,5,5,5,555,15,Champions
10105,13,16,21782.71,5,5,5,555,15,Champions
10106,7,24,14824.27,5,5,5,555,15,Champions
10107,14,15,34268.65,5,5,5,555,15,Champions
10108,14,13,15334.42,5,4,5,545,14,Champions
10109,1,20,26780.17,5,5,5,555,15,Champions
10110,16,17,22124.67,5,5,5,555,15,Champions
10111,13,24,35743.88,5,5,5,555,15,Champions
10112,4,21,28256.68,5,5,5,555,15,Champions
10113,8,29,31351.24,5,5,5,555,15,Champions
10114,13,17,30393.78,5,5,5,555,15,Champions
10115,15,21,41161.29,5,5,5,555,15,Champions
10116,27,13,22768.53,4,4,5,445,13,Loyal Customers
10117,14,27,23198.61,5,5,5,555,15,Champions
10118,12,24,17956.57,5,5,5,555,15,Champions
10119,3,25,28415.1,5,5,5,555,15,Champions
10120,6,25,25403.22,5,5,5,555,15,Champions
10121,6,26,52538.28,5,5,5,555,15,Champions
10122,13,20,31165.1,5,5,5,555,15,Champions
10123,6,12,15655.44,5,4,5,545,14,Champions
10124,4,17,17369.04,5,5,5,555,15,Champions
10125,2,10,17937.53,5,4,5,545,14,Champions
10126,16,26,39053.86,5,5,5,555,15,Champions
10127,12,20,34133.64,5,5,5,555,15,Champions
10128,1,22,24015.95,5,5,5,555,15,Champions
10129,14,20,41340.03,5,5,5,555,15,Champions
10130,11,18,29216.65,5,5,5,555,15,Champions
10131,18,14,12995.95,5,4,5,545,14,Champions
10132,4,22,47436.26,5,5,5,555,15,Champions
10133,4,10,14653.25,5,4,5,545,14,Champions
10134,11,21,24454.79,5,5,5,555,15,Champions
10135,13,23,43820.49,5,5,5,555,15,Champions
10136,12,11,17713.8,5,4,5,545,14,Champions
10137,5,22,39489.48,5,5,5,555,15,Champions
10138,5,25,49978.02,5,5,5,555,15,Champions
10139,2,29,52879.24,5,5,5,555,15,Champions
10140,9,10,12510.99,5,4,5,545,14,Champions
10141,5,16,24787.2,5,5,5,555,15,Champions
10142,14,22,50638.58,5,5,5,555,15,Champions
10143,3,16,12325.39,5,5,5,555,15,Champions
10144,8,27,45855.66,5,5,5,555,15,Champions
10145,14,24,53127.46,5,5,5,555,15,Champions
10146,12,26,13163.64,5,5,5,555,15,Champions
10147,9,22,11523.71,5,5,5,555,15,Champions
10148,9,23,34676.34,5,5,5,555,15,Champions
10149,16,10,23132.97,5,4,5,545,14,Champions
10150,3,22,25375.58,5,5,5,555,15,Champions
10151,2,19,20052.46,5,5,5,555,15,Champions
10152,6,17,20593.64,5,5,5,555,15,Champions
10153,3,26,42167.36,5,5,5,555,15,Champions
10154,12,14,21974.86,5,4,5,545,14,Champions
10155,7,19,36428.52,5,5,5,555,15,Champions
10156,11,24,57756.7,5,5,5,555,15,Champions
10157,9,21,13669.92,5,5,5,555,15,Champions
10158,10,13,30247.5,5,4,5,545,14,Champions
10159,5,14,6000.66,5,4,4,544,13,Champions
10160,7,14,17376.69,5,4,5,545,14,Champions
10161,2,15,17198.48,5,5,5,555,15,Champions
10162,1,26,13922.92,5,5,5,555,15,Champions
10163,11,20,37705.01,5,5,5,555,15,Champions
10164,15,16,22867.18,5,5,5,555,15,Champions
10165,17,21,26177.15,5,5,5,555,15,Champions
10166,2,21,36801.26,5,5,5,555,15,Champions
10167,16,29,33593.04,5,5,5,555,15,Champions
10168,12,17,17471.0,5,5,5,555,15,Champions
10169,5,22,22633.63,5,5,5,555,15,Champions
10170,9,21,28193.27,5,5,5,555,15,Champions
10171,3,18,18976.03,5,5,5,555,15,Champions
10172,9,21,34681.43,5,5,5,555,15,Champions
10173,5,16,32328.15,5,5,5,555,15,Champions
10174,8,21,12005.09,5,5,5,555,15,Champions
10175,22,12,6626.4,4,4,4,444,12,Loyal Customers
10176,9,11,25515.97,5,4,5,545,14,Champions
10177,7,17,31669.9,5,5,5,555,15,Champions
10178,12,15,35062.32,5,5,5,555,15,Champions
10179,15,10,12504.99,5,4,5,545,14,Champions
10180,20,10,25985.01,4,4,5,445,13,Loyal Customers
10181,7,19,26932.05,5,5,5,555,15,Champions
10182,3,12,24245.66,5,4,5,545,14,Champions
10183,5,13,20475.96,5,4,5,545,14,Champions
10184,11,22,24155.79,5,5,5,555,15,Champions
10185,7,18,32497.31,5,5,5,555,15,Champions
10186,14,12,11653.42,5,4,5,545,14,Champions
10187,6,25,32893.12,5,5,5,555,15,Champions
10188,9,19,32929.25,5,5,5,555,15,Champions
10189,8,22,44306.82,5,5,5,555,15,Champions
10190,9,14,22819.0,5,4,5,545,14,Champions
10191,5,14,23419.36,5,4,5,545,14,Champions
10192,8,16,27960.58,5,5,5,555,15,Champions
10193,13,14,8544.17,5,4,4,544,13,Champions
10194,13,16,16773.19,5,5,5,555,15,Champions
10195,9,24,11589.7,5,5,5,555,15,Champions
10196,12,19,21374.17,5,5,5,555,15,Champions
10197,12,21,32318.93,5,5,5,555,15,Champions
10198,7,23,40319.38,5,5,5,555,15,Champions
10199,11,27,35336.9,5,5,5,555,15,Champions
10200,14,24,25955.8,5,5,5,555,15,Champions
10201,7,22,22302.62,5,5,5,555,15,Champions
10202,4,16,22894.29,5,5,5,555,15,Champions
10203,11,17,12316.38,5,5,5,555,15,Champions
10204,7,14,10795.1,5,4,5,545,14,Champions
10205,12,15,26069.99,5,5,5,555,15,Champions
10206,17,13,24323.95,5,4,5,545,14,Champions
10207,2,29,38829.69,5,5,5,555,15,Champions
10208,3,16,26904.99,5,5,5,555,15,Champions
10209,13,24,22154.25,5,5,5,555,15,Champions
10210,8,26,35152.27,5,5,5,555,15,Champions
10211,13,19,31317.56,5,5,5,555,15,Champions
10212,5,19,19610.12,5,5,5,555,15,Champions
10213,6,11,32286.72,5,4,5,545,14,Champions
10214,4,29,43514.84,5,5,5,555,15,Champions
10215,5,13,15611.66,5,4,5,545,14,Champions
10216,2,14,16292.86,5,4,5,545,14,Champions
10217,15,17,18027.56,5,5,5,555,15,Champions
10218,5,26,29765.31,5,5,5,555,15,Champions
10219,14,24,34933.6,5,5,5,555,15,Champions
10220,3,17,22183.89,5,5,5,555,15,Champions
10221,14,20,23718.44,5,5,5,555,15,Champions
10222,15,12,8508.31,5,4,4,544,13,Champions
10223,5,17,35401.82,5,5,5,555,15,Champions
10224,1,28,47269.07,5,5,5,555,15,Champions
10225,2,17,12832.41,5,5,5,555,15,Champions
10226,5,16,11012.71,5,5,5,555,15,Champions
10227,5,18,20265.81,5,5,5,555,15,Champions
10228,11,23,40582.52,5,5,5,555,15,Champions
10229,11,12,20785.14,5,4,5,545,14,Champions
10230,14,22,49646.7,5,5,5,555,15,Champions
10231,4,11,16575.5,5,4,5,545,14,Champions
10232,10,16,15558.93,5,5,5,555,15,Champions
10233,3,28,14524.41,5,5,5,555,15,Champions
10234,8,24,32523.42,5,5,5,555,15,Champions
10235,12,13,29179.86,5,4,5,545,14,Champions
10236,9,20,31337.18,5,5,5,555,15,Champions
10237,15,17,11104.18,5,5,5,555,15,Champions
10238,9,28,44590.88,5,5,5,555,15,Champions
10239,11,12,9343.93,5,4,4,544,13,Champions
10240,12,11,10425.53,5,4,5,545,14,Champions
10241,12,15,22230.77,5,5,5,555,15,Champions
10242,7,29,20986.17,5,5,5,555,15,Champions
10243,14,17,13680.29,5,5,5,555,15,Champions
10244,13,15,27797.58,5,5,5,555,15,Champions
10245,5,12,5728.46,5,4,4,544,13,Champions
10246,5,17,40037.64,5,5,5,555,15,Champions
10247,6,14,22647.34,5,4,5,545,14,Champions
10248,5,27,39050.27,5,5,5,555,15,Champions
10249,14,27,31518.74,5,5,5,555,15,Champions
10250,13,20,17416.8,5,5,5,555,15,Champions
10251,4,19,21807.56,5,5,5,555,15,Champions
10252,4,15,16013.26,5,5,5,555,15,Champions
10253,2,24,38442.1,5,5,5,555,15,Champions
10254,11,12,5874.53,5,4,4,544,13,Champions
10255,4,25,28672.6,5,5,5,555,15,Champions
10256,2,13,10208.43,5,4,5,545,14,Champions
10257,1,17,10279.77,5,5,5,555,15,Champions
10258,9,21,38076.64,5,5,5,555,15,Champions
10259,7,29,28120.7,5,5,5,555,15,Champions
10260,5,27,44152.87,5,5,5,555,15,Champions
10261,15,10,8980.22,5,4,4,544,13,Champions
10262,9,13,26268.39,5,4,5,545,14,Champions
10263,23,11,23454.29,4,4,5,445,13,Loyal Customers
10264,11,29,22602.04,5,5,5,555,15,Champions
10265,3,17,15165.17,5,5,5,555,15,Champions
10266,6,26,26506.54,5,5,5,555,15,Champions
10267,6,26,45896.4,5,5,5,555,15,Champions
10268,9,29,27469.08,5,5,5,555,15,Champions
10269,13,29,43812.13,5,5,5,555,15,Champions
10270,9,18,15633.24,5,5,5,555,15,Champions
10271,11,15,19790.04,5,5,5,555,15,Champions
10272,2,28,34086.23,5,5,5,555,15,Champions
10273,9,17,32022.63,5,5,5,555,15,Champions
10274,16,27,20608.3,5,5,5,555,15,Champions
10275,9,10,11097.52,5,4,5,545,14,Champions
10276,4,21,32125.47,5,5,5,555,15,Champions
10277,11,12,7215.71,5,4,4,544,13,Champions
10278,8,18,39675.22,5,5,5,555,15,Champions
10279,10,19,10051.1,5,5,5,555,15,Champions
10280,14,25,13695.34,5,5,5,555,15,Champions
10281,9,27,48390.86,5,5,5,555,15,Champions
10282,15,21,24072.57,5,5,5,555,15,Champions
10283,6,19,33604.59,5,5,5,555,15,Champions
10284,13,25,17207.71,5,5,5,555,15,Champions
10285,1,27,21426.69,5,5,5,555,15,Champions
10286,5,27,15520.74,5,5,5,555,15,Champions
10287,7,29,52896.02,5,5,5,555,15,Champions
10288,18,22,47322.52,5,5,5,555,15,Champions
10289,8,29,18748.07,5,5,5,555,15,Champions
10290,14,18,32811.82,5,5,5,555,15,Champions
10291,10,25,37097.12,5,5,5,555,15,Champions
10292,10,22,22351.49,5,5,5,555,15,Champions
10293,3,12,7862.35,5,4,4,544,13,Champions
10294,14,22,30958.23,5,5,5,555,15,Champions
10295,4,25,23613.82,5,5,5,555,15,Champions
10296,15,17,18396.35,5,5,5,555,15,Champions
10297,11,24,36475.42,5,5,5,555,15,Champions
10298,13,26,19771.1,5,5,5,555,15,Champions
10299,3,25,40468.23,5,5,5,555,15,Champions
10300,3,21,21387.52,5,5,5,555,15,Champions
10301,6,18,17534.11,5,5,5,555,15,Champions
10302,2,16,22160.31,5,5,5,555,15,Champions
10303,10,15,13238.5,5,5,5,555,15,Champions
10304,14,22,27158.43,5,5,5,555,15,Champions
10305,14,22,40816.86,5,5,5,555,15,Champions
10306,10,20,33141.3,5,5,5,555,15,Champions
10307,11,28,45395.47,5,5,5,555,15,Champions
10308,6,24,42607.59,5,5,5,555,15,Champions
10309,4,17,36388.66,5,5,5,555,15,Champions
10310,9,11,15728.87,5,4,5,545,14,Champions
10311,11,24,44783.51,5,5,5,555,15,Champions
10312,17,12,12534.58,5,4,5,545,14,Champions
10313,11,10,13693.4,5,4,5,545,14,Champions
10314,11,24,40124.57,5,5,5,555,15,Champions
10315,13,18,10276.97,5,5,5,555,15,Champions
10316,9,28,35361.04,5,5,5,555,15,Champions
10317,7,23,55723.22,5,5,5,555,15,Champions
10318,1,11,18932.43,5,4,5,545,14,Champions
10319,9,15,9992.98,5,5,5,555,15,Champions
10320,2,20,16963.89,5,5,5,555,15,Champions
10321,10,21,10349.79,5,5,5,555,15,Champions
10322,2,23,21522.42,5,5,5,555,15,Champions
10323,7,17,16072.88,5,5,5,555,15,Champions
10324,9,19,22088.71,5,5,5,555,15,Champions
10325,4,10,8148.35,5,4,4,544,13,Champions
10326,3,11,19906.2,5,4,5,545,14,Champions
10327,17,14,14225.45,5,4,5,545,14,Champions
10328,13,22,34054.52,5,5,5,555,15,Champions
10329,14,24,48537.16,5,5,5,555,15,Champions
10330,5,10,7251.63,5,4,4,544,13,Champions
10331,2,22,20070.21,5,5,5,555,15,Champions
10332,8,20,23850.91,5,5,5,555,15,Champions
10333,1,24,34006.88,5,5,5,555,15,Champions
10334,10,29,53104.24,5,5,5,555,15,Champions
10335,6,23,41075.7,5,5,5,555,15,Champions
10336,13,19,18068.15,5,5,5,555,15,Champions
10337,9,25,19009.37,5,5,5,555,15,Champions
10338,14,13,7036.04,5,4,4,544,13,Champions
10339,5,15,24200.67,5,5,5,555,15,Champions
10340,1,22,48714.56,5,5,5,555,15,Champions
10341,1,13,19940.02,5,4,5,545,14,Champions
10342,7,12,18869.94,5,4,5,545,14,Champions
10343,14,15,25197.34,5,5,5,555,15,Champions
10344,8,18,18715.12,5,5,5,555,15,Champions
10345,2,26,27166.14,5,5,5,555,15,Champions
10346,3,20,20780.47,5,5,5,555,15,Champions
10347,4,19,31901.37,5,5,5,555,15,Champions
10348,5,29,38555.71,5,5,5,555,15,Champions
10349,9,25,38712.12,5,5,5,555,15,Champions
10350,3,12,22902.42,5,4,5,545,14,Champions
10351,14,17,17863.41,5,5,5,555,15,Champions
10352,5,19,30088.79,5,5,5,555,15,Champions
10353,14,14,9417.88,5,4,4,544,13,Champions
10354,14,17,21094.87,5,5,5,555,15,Champions
10355,4,19,18348.23,5,5,5,555,15,Champions
10356,6,19,28503.7,5,5,5,555,15,Champions
10357,10,24,30775.8,5,5,5,555,15,Champions
10358,4,11,12330.89,5,4,5,545,14,Champions
10359,13,23,57199.71,5,5,5,555,15,Champions
10360,10,25,43789.68,5,5,5,555,15,Champions
10361,10,10,15272.8,5,4,5,545,14,Champions
10362,14,21,17856.72,5,5,5,555,15,Champions
10363,10,16,15950.56,5,5,5,555,15,Champions
10364,2,12,12951.66,5,4,5,545,14,Champions
10365,1,28,28983.69,5,5,5,555,15,Champions
10366,4,17,15362.24,5,5,5,555,15,Champions
10367,7,20,10091.86,5,5,5,555,15,Champions
10368,14,27,17971.7,5,5,5,555,15,Champions
10369,13,12,12567.09,5,4,5,545,14,Champions
10370,4,29,35647.44,5,5,5,555,15,Champions
10371,4,23,41382.52,5,5,5,555,15,Champions
10372,12,22,33814.7,5,5,5,555,15,Champions
10373,14,19,28378.6,5,5,5,555,15,Champions
10374,22,15,7493.71,4,5,4,454,13,Loyal Customers
10375,12,15,23061.63,5,5,5,555,15,Champions
10376,5,20,10253.01,5,5,5,555,15,Champions
10377,13,21,47205.5,5,5,5,555,15,Champions
10378,9,18,17221.67,5,5,5,555,15,Champions
10379,3,21,30578.28,5,5,5,555,15,Champions
10380,11,12,6552.37,5,4,4,544,13,Champions
10381,7,22,33504.42,5,5,5,555,15,Champions
10382,8,24,23462.36,5,5,5,555,15,Champions
10383,5,17,10256.73,5,5,5,555,15,Champions
10384,4,27,19507.34,5,5,5,555,15,Champions
10385,10,19,27485.67,5,5,5,555,15,Champions
10386,15,10,13148.49,5,4,5,545,14,Champions
10387,24,12,24687.21,4,4,5,445,13,Loyal Customers
10388,13,14,12766.45,5,4,5,545,14,Champions
10389,12,24,31256.7,5,5,5,555,15,Champions
10390,3,10,8188.61,5,4,4,544,13,Champions
10391,5,16,12044.65,5,5,5,555,15,Champions
10392,12,25,20738.84,5,5,5,555,15,Champions
10393,9,29,55507.35,5,5,5,555,15,Champions
10394,11,26,19435.17,5,5,5,555,15,Champions
10395,12,15,28673.26,5,5,5,555,15,Champions
10396,3,25,57113.92,5,5,5,555,15,Champions
10397,1,23,28530.15,5,5,5,555,15,Champions
10398,2,10,7579.94,5,4,4,544,13,Champions
10399,12,29,51769.67,5,5,5,555,15,Champions
10400,33,15,5199.84,4,5,4,454,13,Loyal Customers
10401,33,18,12762.53,4,5,5,455,14,Loyal Customers
10402,20,9,7925.47,4,4,4,444,12,Loyal Customers
10403,40,10,10951.21,4,4,5,445,13,Loyal Customers
10404,32,15,11020.21,4,5,5,455,14,Loyal Customers
10405,39,16,20261.44,4,5,5,455,14,Loyal Customers
10406,33,11,6362.97,4,4,4,444,12,Loyal Customers
10407,21,18,10803.17,4,5,5,455,14,Loyal Customers
10408,23,15,4561.57,4,5,4,454,13,Loyal Customers
10409,29,16,10108.11,4,5,5,455,14,Loyal Customers
10410,16,17,8379.55,5,5,4,554,14,Champions
10411,13,18,9462.13,5,5,4,554,14,Champions
10412,20,16,11988.16,4,5,5,455,14,Loyal Customers
10413,39,14,10682.85,4,4,5,445,13,Loyal Customers
10414,46,10,2598.17,4,4,3,443,11,Loyal Customers
10415,39,11,6275.44,4,4,4,444,12,Loyal Customers
10416,20,13,7458.48,4,4,4,444,12,Loyal Customers
10417,19,10,9125.79,5,4,4,544,13,Champions
10418,24,16,9143.07,4,5,4,454,13,Loyal Customers
10419,14,18,7375.31,5,5,4,554,14,Champions
10420,37,10,9668.18,4,4,5,445,13,Loyal Customers
10421,36,19,15061.87,4,5,5,455,14,Loyal Customers
10422,16,10,2378.19,5,4,3,543,12,Loyal Customers
10423,41,14,12157.46,4,4,5,445,13,Loyal Customers
10424,22,9,2908.17,4,4,4,444,12,Loyal Customers
10425,13,12,9869.01,5,4,5,545,14,Champions
10426,28,14,13880.47,4,4,5,445,13,Loyal Customers
10427,42,11,9550.09,4,4,4,444,12,Loyal Customers
10428,43,7,1892.64,4,3,3,433,10,Loyal Customers
10429,42,7,4041.28,4,3,4,434,11,Loyal Customers
10430,32,11,10579.01,4,4,5,445,13,Loyal Customers
10431,19,11,9148.22,5,4,4,544,13,Champions
10432,49,7,7901.14,3,3,4,334,10,Others
10433,22,12,9193.47,4,4,4,444,12,Loyal Customers
10434,18,12,11412.69,5,4,5,545,14,Champions
10435,10,17,17283.44,5,5,5,555,15,Champions
10436,33,16,7342.44,4,5,4,454,13,Loyal Customers
10437,22,10,4748.58,4,4,4,444,12,Loyal Customers
10438,31,12,6265.2,4,4,4,444,12,Loyal Customers
10439,16,10,3277.66,5,4,4,544,13,Champions
10440,23,7,3927.41,4,3,4,434,11,Loyal Customers
10441,27,10,3307.08,4,4,4,444,12,Loyal Customers
10442,21,14,10770.51,4,4,5,445,13,Loyal Customers
10443,25,18,16192.31,4,5,5,455,14,Loyal Customers
10444,29,16,16378.65,4,5,5,455,14,Loyal Customers
10445,11,18,15630.81,5,5,5,555,15,Champions
10446,26,8,2938.08,4,4,4,444,12,Loyal Customers
10447,41,14,8979.87,4,4,4,444,12,Loyal Customers
10448,18,19,8082.68,5,5,4,554,14,Champions
10449,49,9,1934.59,3,4,3,343,10,Others
10450,31,9,5234.84,4,4,4,444,12,Loyal Customers
10451,56,8,7947.68,3,4,4,344,11,Loyal Customers
10452,31,16,7983.83,4,5,4,454,13,Loyal Customers
10453,38,8,3853.79,4,4,4,444,12,Loyal Customers
10454,32,13,3785.05,4,4,4,444,12,Loyal Customers
10455,24,15,7748.36,4,5,4,454,13,Loyal Customers
10456,14,12,8028.23,5,4,4,544,13,Champions
10457,25,18,9700.74,4,5,5,455,14,Loyal Customers
10458,25,12,5382.4,4,4,4,444,12,Loyal Customers
10459,11,7,7654.2,5,3,4,534,12,Loyal Customers
10460,29,13,12921.79,4,4,5,445,13,Loyal Customers
10461,34,18,12198.73,4,5,5,455,14,Loyal Customers
10462,52,15,6364.17,3,5,4,354,12,Loyal Customers
10463,16,14,7993.59,5,4,4,544,13,Champions
10464,38,7,4914.4,4,3,4,434,11,Loyal Customers
10465,41,14,11196.46,4,4,5,445,13,Loyal Customers
10466,38,9,8870.02,4,4,4,444,12,Loyal Customers
10467,52,13,9674.04,3,4,5,345,12,Loyal Customers
10468,22,13,6857.17,4,4,4,444,12,Loyal Customers
10469,29,17,10561.23,4,5,5,455,14,Loyal Customers
10470,14,8,3801.92,5,4,4,544,13,Champions
10471,22,16,14959.92,4,5,5,455,14,Loyal Customers
10472,43,13,5290.25,4,4,4,444,12,Loyal Customers
10473,17,13,5193.77,5,4,4,544,13,Champions
10474,14,18,6565.93,5,5,4,554,14,Champions
10475,29,9,9058.91,4,4,4,444,12,Loyal Customers
10476,24,11,9358.73,4,4,4,444,12,Loyal Customers
10477,15,17,12313.28,5,5,5,555,15,Champions
10478,42,16,18798.48,4,5,5,455,14,Loyal Customers
10479,12,9,2433.15,5,4,3,543,12,Loyal Customers
10480,44,18,16681.72,4,5,5,455,14,Loyal Customers
10481,12,8,3760.59,5,4,4,544,13,Champions
10482,33,7,3651.69,4,3,4,434,11,Loyal Customers
10483,39,12,9734.13,4,4,5,445,13,Loyal Customers
10484,38,19,9504.24,4,5,4,454,13,Loyal Customers
10485,34,13,8771.52,4,4,4,444,12,Loyal Customers
10486,42,9,5708.14,4,4,4,444,12,Loyal Customers
10487,26,10,4432.62,4,4,4,444,12,Loyal Customers
10488,30,15,5236.39,4,5,4,454,13,Loyal Customers
10489,23,8,7325.03,4,4,4,444,12,Loyal Customers
10490,30,11,8615.14,4,4,4,444,12,Loyal Customers
10491,30,17,7360.38,4,5,4,454,13,Loyal Customers
10492,65,7,5928.57,3,3,4,334,10,Others
10493,14,19,13092.78,5,5,5,555,15,Champions
10494,42,7,2470.42,4,3,3,433,10,Loyal Customers
10495,28,15,8674.31,4,5,4,454,13,Loyal Customers
10496,28,7,4340.22,4,3,4,434,11,Loyal Customers
10497,36,9,5973.12,4,4,4,444,12,Loyal Customers
10498,41,8,4778.94,4,4,4,444,12,Loyal Customers
10499,30,14,6285.95,4,4,4,444,12,Loyal Customers
10500,74,8,5195.73,3,4,4,344,11,Loyal Customers
10501,30,12,4150.84,4,4,4,444,12,Loyal Customers
10502,40,10,4989.05,4,4,4,444,12,Loyal Customers
10503,38,11,4719.88,4,4,4,444,12,Loyal Customers
10504,18,17,6405.66,5,5,4,554,14,Champions
10505,47,10,5642.61,4,4,4,444,12,Loyal Customers
10506,28,13,9451.91,4,4,4,444,12,Loyal Customers
10507,50,7,2384.58,3,3,3,333,9,Potential Loyalists
10508,39,10,14328.78,4,4,5,445,13,Loyal Customers
10509,25,17,16272.06,4,5,5,455,14,Loyal Customers
10510,32,7,2844.16,4,3,3,433,10,Loyal Customers
10511,36,8,6662.17,4,4,4,444,12,Loyal Customers
10512,31,7,3187.01,4,3,4,434,11,Loyal Customers
10513,34,14,11734.26,4,4,5,445,13,Loyal Customers
10514,23,13,8269.8,4,4,4,444,12,Loyal Customers
10515,16,17,9548.9,5,5,4,554,14,Champions
10516,17,18,14618.04,5,5,5,555,15,Champions
10517,22,12,14033.21,4,4,5,445,13,Loyal Customers
